"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"ILMN_2376723",-8.39628898128895,260.019739130435,-0.307577507097508,0.758966738567183,0.996932325529026,-4.76864748084886,"CDKN2B"
"ILMN_1713505",16.3464899514899,581.356869565217,0.306656916179296,0.759665611625074,0.996932325529026,-4.76873693961677,"NPC1"
"ILMN_1771203",1.29392584892588,181.526434782609,0.255687702754475,0.798654151168023,0.996932325529026,-4.77327245489621,"SMAD2"
"ILMN_1766904",-1.14985100485099,118.845304347826,-0.254376604633518,0.799664278724397,0.996932325529026,-4.77337829998365,"MAPK10"
"ILMN_1781285",-248.703468468467,7108.93069565217,-0.230963026053084,0.817758776283463,0.996932325529026,-4.77517701710202,"DUSP1"
"ILMN_2308806",0.432245322245327,124.520608695652,0.226026013145272,0.821587149942903,0.996932325529026,-4.77553417742851,"MAPK8"
"ILMN_1696870",1.76494455994455,226.801826086957,0.187192006869849,0.85184384301699,0.996932325529026,-4.77807481986531,"TGFBRAP1"
"ILMN_1726245",22.1209909909908,1238.60052173913,0.179867304701812,0.857577033460022,0.996932325529026,-4.77850055416705,"TGFBR2"
"ILMN_1718275",0.206503811503823,112.944260869565,0.121284955840236,0.903679500831452,0.996932325529026,-4.78129458251486,"IL37"
"ILMN_2384241",-19.3080942480941,1819.04808695652,-0.109489711114128,0.91300716362989,0.996932325529026,-4.78172574262173,"TGFBR2"
"ILMN_2340131",-0.14270616770616,90.7265217391304,-0.0961555885428561,0.923566342710908,0.997287156621646,-4.78216009710735,"MAPK10"
"ILMN_1758086",-0.113804573804575,87.788,-0.063993114648298,0.949088122349005,0.998426291413519,-4.78297603926918,"SNAI1"
"ILMN_2163206",-0.114095634095641,115.05252173913,-0.0224121335423403,0.982158501501604,0.999296681244669,-4.78354521912092,"CCDC110"
"ILMN_2073307",5.99759182259197,4274.04260869565,0.0141548603757927,0.988731249517912,0.999331754646837,-4.78359305492961,"IL10"
