"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"ILMN_1694398",422.432563545151,1667.23532934132,4.63096698197768,7.32306044292e-06,4.65844691866999e-05,2.82675774173442,"EIF3F"
"ILMN_3241679",14.9109464882943,116.65994011976,4.63056340016089,7.33570541979018e-06,4.66586360047461e-05,2.82541109170046,""
"ILMN_1672600",-9.61029933110367,120.826167664671,-4.63025812692293,7.34528419674835e-06,4.6713282994023e-05,2.82439252911062,""
"ILMN_3205604",8.83256521739131,107.807305389222,4.62999952752356,7.35340789621828e-06,4.67586627875358e-05,2.8235297347987,""
"ILMN_1682227",16.2623344481605,109.197844311377,4.62982693019766,7.35883473052758e-06,4.67868839336324e-05,2.82295389839071,"ZNF404"
"ILMN_1708721",-31.2590518394649,230.292574850299,-4.62916532001485,7.37967301032584e-06,4.69130690750456e-05,2.82074671312708,"RABGAP1L"
"ILMN_1664922",441.512901337792,1645.86640718563,4.62911912231679,7.38113019206367e-06,4.69160299461165e-05,2.8205926024244,"FLNB"
"ILMN_1697594",14.9406488294314,154.600778443114,4.62888852425682,7.38840793821338e-06,4.69559817958815e-05,2.81982336807015,"ANKRD28"
"ILMN_3245688",-614.649693979934,1946.67958083832,-4.62848190844372,7.40125773083205e-06,4.70313305140908e-05,2.81846703750737,"DGCR6L"
"ILMN_1766079",58.5585501672241,134.882634730539,4.62770172112104,7.4259734623524e-06,4.71820510453061e-05,2.81586484346464,"SULT1C2"
"ILMN_1766660",-8.66357525083612,126.725988023952,-4.62759054261855,7.42950198762032e-06,4.71981330458006e-05,2.81549405075228,""
"ILMN_1758649",-9.8769966555184,135.216167664671,-4.62732267744849,7.43800999783122e-06,4.72458401499824e-05,2.81460071713053,""
"ILMN_1727875",-7.93494147157191,118.222934131737,-4.62666628574646,7.45889825997145e-06,4.73721625900374e-05,2.8124118017893,"MUC6"
"ILMN_1689528",-35.9519414715719,202.564790419162,-4.62632848368638,7.46967013551093e-06,4.74342096286431e-05,2.81128539765921,""
"ILMN_3301740",-98.2007374581941,365.078083832335,-4.62623071131828,7.47279071316565e-06,4.74476589465215e-05,2.8109593859477,""
"ILMN_1770842",-8.45963043478261,113.277005988024,-4.62604580682705,7.47869570536231e-06,4.74787816164684e-05,2.81034285500936,""
"ILMN_1700625",51.0759448160536,230.102634730539,4.62599611677778,7.48028334249331e-06,4.74824907221285e-05,2.81017717548805,"ATP5S"
"ILMN_1806710",-314.290864548495,887.47119760479,-4.62593263210275,7.48231220217149e-06,4.74826857239539e-05,2.80996550298783,"ESPN"
"ILMN_1709717",-11.6766321070234,130.350359281437,-4.6259323614218,7.48232085380002e-06,4.74826857239539e-05,2.80996460047985,"LRRC15"
"ILMN_1679728",-8.38436454849501,124.152874251497,-4.62530775083581,7.50231067285092e-06,4.76031571011868e-05,2.80788211798162,"WDR87"
"ILMN_1740104",-14.4976254180602,139.618143712575,-4.6250736002109,7.50981761808052e-06,4.76444013035e-05,2.80710150097623,"HOXC6"
