"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"ILMN_1657204",1.0095549064423,10.1689735395692,24.7607683774844,5.11463853594739e-85,2.88142904091236e-82,183.201294157559,"SAE1"
"ILMN_1653028",1.80517268672897,9.73177380120616,24.7147087698901,8.2114583325749e-85,4.57165697261696e-82,182.730057484757,"COL4A1"
"ILMN_1673207",-0.927612507406922,7.97830738093576,-24.6944407020513,1.01138349300702e-84,5.56531407436873e-82,182.522645565083,""
"ILMN_1762735",-1.82173280957792,8.06092263227705,-24.6876760215711,1.08423282473542e-84,5.89760344424763e-82,182.453413028747,"EVC2"
"ILMN_1662640",-2.47243274228552,8.55724652476217,-24.5812639750392,3.23948344026129e-84,1.74206903231233e-81,181.363915026712,""
"ILMN_2049184",-2.41364774945966,8.6979928618699,-24.574359188114,3.47802034340327e-84,1.84932985068397e-81,181.29319254572,"DNASE1L3"
"ILMN_1691156",-3.00873822432044,12.0951956794382,-24.5663472927117,3.77691988925334e-84,1.98594644354595e-81,181.211126239472,"MT1A"
"ILMN_1664350",-2.23813312782263,8.90418143540789,-24.5464479737169,4.63529610750133e-84,2.41050678786028e-81,181.00727673224,"GBA3"
"ILMN_1769032",-1.17052092688464,7.56506397845634,-24.5134438623891,6.51051352173682e-84,3.34888077596904e-81,180.669119658597,"GLYATL1"
"ILMN_1761312",-1.69743651700239,7.58449359986916,-24.4993668676398,7.5258123503309e-84,3.82950556833021e-81,180.52486482995,"CRHBP"
"ILMN_1670535",-1.42629525497187,9.0283675147305,-24.4863023097344,8.60934758277381e-84,4.33425697510218e-81,180.390972620226,"NDRG2"
"ILMN_2367239",-1.80987606835025,9.02707393355967,-24.4305619606351,1.52849764513141e-83,7.6140099011109e-81,179.819584019474,"RCAN1"
"ILMN_1748323",-0.931323364943851,7.10895449744137,-24.3634855780336,3.0505670527882e-83,1.50377067332392e-80,179.131707206998,"CXCL14"
"ILMN_2065606",1.29249814876332,7.40886924123129,24.3235633659981,4.60324978174145e-83,2.24576896310671e-80,178.722154348603,"TOMM40L"
"ILMN_1658333",-0.651877583609919,7.06897196258236,-24.317353627155,4.90752211076324e-83,2.36867649580847e-80,178.658440372091,"ECM1"
"ILMN_3209070",-1.89174908416446,8.6562265841282,-24.316413977739,4.95528544439361e-83,2.36867649580847e-80,178.64879903162,""
"ILMN_1710000",-1.20182739909873,8.18159408252355,-24.3040338345494,5.62978363727112e-83,2.66418251066581e-80,178.521766132578,"PEX11G"
"ILMN_2173611",-3.5174406899411,11.3164361200696,-24.2950329199357,6.17716901315067e-83,2.89427890306266e-80,178.429401100465,"MT1E"
"ILMN_2401258",-1.63216200781167,8.12383213120885,-24.2809499402288,7.14240924284724e-83,3.31372777058098e-80,178.284874350169,"FAM13A"
"ILMN_1811598",-2.87098013913174,9.95750267307351,-24.1890110573013,1.84345125122424e-82,8.46967413220239e-80,177.341026393912,"ADH1B"
"ILMN_1772206",-4.12021703190282,9.86678793289997,-24.091032382676,5.06677830871938e-82,2.30553028753392e-79,176.334564074276,"CYP3A4"
"ILMN_2121774",-1.6342651156858,8.20548799949033,-24.0634207102957,6.7378924156475e-82,3.03673602653035e-79,176.050818013202,"ZG16"
"ILMN_1708778",-1.98848545388656,11.885728641091,-24.0475399129992,7.93838836948305e-82,3.54404106423629e-79,175.887600007714,"ASS1"
"ILMN_2122420",-1.26756554146527,8.73513279099766,-23.9420808660583,2.35925970997854e-81,1.04343221733939e-78,174.803320401587,"HMGCL"
"ILMN_1791447",-1.83847265442131,8.73452990714537,-23.936677320416,2.49471956972405e-81,1.09312605738936e-78,174.747745015737,"CXCL12"
"ILMN_1761281",-1.90993518375946,8.29802922927217,-23.9272452934281,2.75008155708699e-81,1.19396430757824e-78,174.650732431376,""
"ILMN_1751444",1.48941079627221,6.74668234420312,23.9136029643294,3.16640344798788e-81,1.36221554881028e-78,174.510405306053,"NCAPG"
"ILMN_1775814",-2.50056255485673,9.47557580365525,-23.897217882867,3.75060793326825e-81,1.5990091822167e-78,174.341850666342,"GHR"
"ILMN_3249142",-1.75925292962445,7.99857339044274,-23.8675259854358,5.09771296029122e-81,2.15392027160591e-78,174.036365865083,"ZG16"
"ILMN_1722648",1.36211172093671,9.27078332241802,23.8556984189804,5.7606366019122e-81,2.41248323816187e-78,173.914663098238,"SF3B4"
"ILMN_2051972",3.60636606612293,8.30616637006974,23.7982066440445,1.04377853624275e-80,4.33287119917682e-78,173.322966349868,"GPC3"
"ILMN_1809364",-0.558346678960596,6.82531027616241,-23.7408673985113,1.88862563029064e-80,7.77177658280382e-78,172.732642529976,"NTF3"
"ILMN_2365176",-1.67077666583105,9.17454862831891,-23.4952224128646,2.40092507774631e-79,9.79473943570591e-77,170.201501001644,"ALDH8A1"
"ILMN_1771376",1.14059404765066,9.25728963275832,23.4575658661286,3.54635630606069e-79,1.43439503821974e-76,169.813185905313,"PEA15"
"ILMN_1733288",-1.25279298574271,8.60728693172843,-23.4555301547202,3.621940202577e-79,1.45255149327586e-76,169.792191398172,"C1RL"
"ILMN_1748438",0.668272874023147,9.88407716885411,23.4392456880451,4.28756300602384e-79,1.70504490868963e-76,169.624239860643,"POLR2G"
"ILMN_1764022",-1.71254110077465,7.82130757158818,-23.4184867430632,5.31643930911392e-79,2.09658214520998e-76,169.410119503771,"FXYD1"
"ILMN_1813400",-1.26701487287021,8.07254789359333,-23.4082754858978,5.90979971194786e-79,2.31131778321082e-76,169.304785877099,"CBR4"
"ILMN_1715742",-2.55550113604688,9.10512117641497,-23.3981028884429,6.56678927464339e-79,2.5472144987209e-76,169.199845476906,"SLC22A1"
"ILMN_2181064",-2.8576501992663,9.37274777597014,-23.3431662624101,1.16045524012667e-78,4.46473360394427e-76,168.633024589914,"GBA3"
"ILMN_1677038",-1.91939780194031,8.63980246126447,-23.3048640288206,1.72612016805135e-78,6.587514896185e-76,168.237738635506,"CPED1"
"ILMN_3236821",0.974867701002026,7.95386592751921,23.2734880379254,2.38976418848382e-78,9.04726485532959e-76,167.913875881822,""
"ILMN_1662587",-1.43098109364333,8.26968860466434,-23.1544894431482,8.21095604519148e-78,3.08386565814759e-75,166.685117062641,"PNPLA7"
"ILMN_1674236",1.22555104928984,11.975363352312,23.0550101689048,2.30535295462623e-77,8.59025337573046e-75,165.657372477972,"HSPB1"
"ILMN_1815184",1.35448687932618,7.71310900080523,23.0480506737848,2.47805474915592e-77,9.16163944486761e-75,165.585454345735,"ASPM"
"ILMN_1775170",-3.38835018952516,11.5124595050183,-23.0368019080389,2.78498292369072e-77,1.02165695269625e-74,165.469206806867,"MT1X"
"ILMN_1686664",-2.62055195984702,12.1977377111184,-22.9924212016191,4.41493707007999e-77,1.60713897667227e-74,165.010507194474,"MT2A"
"ILMN_2222008",1.07286475382678,6.71321548937647,22.9654393902069,5.84249563944255e-77,2.11056810034611e-74,164.73158990226,"KIFC1"
"ILMN_1779515",-0.913338872386707,7.28800004662856,-22.9115248981181,1.02274592128156e-76,3.66662160854602e-74,164.174162697387,"CSAD"
"ILMN_1714730",1.50916638227368,7.4215641926107,22.8594897145109,1.75595970357245e-76,6.24791586858338e-74,163.636040951823,""
"ILMN_1757747",-1.83548442823303,8.30786419544303,-22.8469845686003,1.99957111044568e-76,7.06161967609113e-74,163.50670100734,"ASPDH"
"ILMN_3302625",-1.19417596905316,7.09195422385007,-22.8202395849009,2.64008681636891e-76,9.2545798822982e-74,163.230056174752,""
"ILMN_1684168",-1.04162121449648,7.0959381085748,-22.7797836637791,4.01969279505572e-76,1.39870530985604e-73,162.811528841577,"GSTZ1"
"ILMN_2131861",-2.19157571781103,9.22718637237598,-22.7762683152665,4.16925838760273e-76,1.4401592312155e-73,162.775158282861,"SOCS2"
"ILMN_2344650",-0.988038258663607,7.71817659929968,-22.7580297773985,5.03940313334624e-76,1.72811358318365e-73,162.58644991879,"N4BP2L1"
"ILMN_2049021",1.32741395963656,6.85473634798139,22.7227179361299,7.27407209813009e-76,2.47648139496266e-73,162.22104934932,"PTTG3P"
"ILMN_1709167",-0.874920594634243,6.52959594001578,-22.6561752717402,1.45282582126304e-75,4.91086259568793e-73,161.532336385211,"ADRA1A"
"ILMN_1777591",-1.19418310672984,8.14049060069431,-22.644010582483,1.64871200364186e-75,5.53347504598183e-73,161.406412858077,"HOGA1"
"ILMN_1675597",-2.72054853868139,9.16495173617213,-22.6345248780509,1.81961927918535e-75,6.06407346118932e-73,161.308216846174,"SLC22A1"
"ILMN_1795026",1.26935810998794,8.03780493773115,22.5457972195887,4.57860522461799e-75,1.51519814716502e-72,160.389534535432,"FAM189B"
"ILMN_1809537",-0.935176930385948,7.08163936003722,-22.5160007846282,6.24227924125616e-75,2.0514123648192e-72,160.080954586338,"MASP1"
"ILMN_1813766",-1.54135541397136,7.99704133355536,-22.5055716520456,6.95763842725048e-75,2.2707332640881e-72,159.97293964103,"RCL1"
"ILMN_1803825",-1.07780938094057,7.46101659294599,-22.4959334257533,7.69146012480247e-75,2.4930340238769e-72,159.873112474544,"CXCL12"
"ILMN_1671969",-1.5459340259433,9.07627248370248,-22.4824878298048,8.84627645388786e-75,2.84783905188664e-72,159.733844922057,"UGP2"
"ILMN_1751656",-1.21327576715909,9.63077093091587,-22.4419209683021,1.34918895043586e-74,4.31403166901866e-72,159.313618290956,""
"ILMN_1800468",-2.01047873273003,9.80109449922769,-22.4122548545089,1.83714554062647e-74,5.83484821604472e-72,159.006272683151,"KLKB1"
"ILMN_1764166",-0.93900010468641,7.96035574506111,-22.3702173258036,2.84543170098722e-74,8.97695762572121e-72,158.570702860723,"BCKDHB"
"ILMN_1722774",0.769663549637906,7.29645113998398,22.3060206430531,5.55087096492491e-74,1.73962825611352e-71,157.905411877061,"VPS72"
"ILMN_2346987",-1.06272105663959,7.14738990387019,-22.2371035964203,1.13757654686799e-73,3.54167992943644e-71,157.191045753879,"LPA"
"ILMN_1791306",-1.44455395698201,9.28264300065725,-22.2056351837235,1.57867435017528e-73,4.88285008322514e-71,156.864804759907,"IDNK"
"ILMN_2358626",-1.08846277483779,9.41014721282654,-22.1871333600228,1.91412867145648e-73,5.88196825450226e-71,156.672976752383,"ADK"
"ILMN_2197381",-2.20984869437812,8.23704367927679,-22.185001636565,1.95709820988522e-73,5.97521023138052e-71,156.650874214507,"PCK1"
"ILMN_1728355",0.988046765828328,9.97160057880116,22.1431536828027,3.02619991820392e-73,9.1800550467413e-71,156.216949341244,"PSMD4"
"ILMN_2413158",1.22713038434377,7.09245528566832,22.13154443249,3.41516955682309e-73,1.02940171297796e-70,156.096562400527,"PODXL"
"ILMN_1685636",-1.19049187719534,7.209275491905,-22.1303637771278,3.45742753574763e-73,1.03554331186193e-70,156.084318872033,"KCNN2"
"ILMN_2210753",-1.05949018261549,6.44887283222016,-22.1063115009952,4.44181043245947e-73,1.32201128990742e-70,155.834884798292,"LYVE1"
"ILMN_1699421",-2.12256943888855,8.96797406625296,-22.0843559806196,5.5832655403125e-73,1.6513554697763e-70,155.607179849068,"ANXA10"
"ILMN_1683450",1.03892211929981,7.20109140041163,22.0588249614685,7.28450601191846e-73,2.14114706833551e-70,155.34237466362,"CDCA5"
"ILMN_2119692",-1.55650377412636,8.29142814161218,-22.0078559294727,1.23887464394483e-72,3.61896696144451e-70,154.81367218629,"CSAD"
"ILMN_1701468",-2.72588477011056,8.85188561591181,-21.9922533363603,1.45758245754258e-72,4.23172850541642e-70,154.651811471895,"HGFAC"
"ILMN_2387952",-2.25210419577348,7.75010467394278,-21.9830639680324,1.60405321422871e-72,4.6285737961552e-70,154.556478122416,"FAM134B"
"ILMN_2344130",1.02311878879847,9.80905813681264,21.9712655123612,1.81389887843735e-72,5.20237191662369e-70,154.434073859407,"PSMD4"
"ILMN_2383349",-1.49357961182544,8.56046057580393,-21.9256725362115,2.91716468066049e-72,8.31620386643953e-70,153.961029249403,"STEAP3"
"ILMN_1730546",-0.933934535063433,6.89880023777826,-21.9149703392889,3.26137826712455e-72,9.24180860689432e-70,153.84998177183,"GNAO1"
"ILMN_2361603",-1.48907739239169,10.0080796217483,-21.9103378624088,3.42270184013327e-72,9.64122137979922e-70,153.801913612056,"NDRG2"
"ILMN_1751400",-1.76146502544298,8.13407102235047,-21.906784263909,3.55184349144661e-72,9.94579228081232e-70,153.765039879997,"SKAP1"
"ILMN_1703648",-1.00142694547641,7.4832911466044,-21.9014581110651,3.75458552930548e-72,1.04516618237249e-69,153.709772709666,"TMEM82"
"ILMN_2377288",-0.613952641136264,6.78491450354321,-21.8776350634723,4.81280205354651e-72,1.33190778701743e-69,153.462562296443,"CYP3A43"
"ILMN_1789638",-0.901365480355681,6.95876262166026,-21.7533945236882,1.75742362716615e-71,4.83526501792929e-69,152.173096165061,"MFSD2A"
"ILMN_1674650",-0.761547224130014,7.9898077071385,-21.7157918716648,2.60104085281526e-71,7.11497435131655e-69,151.782754366173,"NMRK1"
"ILMN_1668605",-0.91581834937729,7.61117657714447,-21.7105859519712,2.74613240107198e-71,7.46869101240974e-69,151.728710780746,"NAAA"
"ILMN_1689378",-1.3596492586402,8.07613141254172,-21.6922190905338,3.32579409306428e-71,8.99351736377604e-69,151.538036332728,"NOCT"
"ILMN_2057408",-2.70630469997631,9.60206722650038,-21.6386106116626,5.81671643873033e-71,1.56400268198884e-68,150.981461755138,""
"ILMN_2341229",1.04136545446242,7.64831101055221,21.6172388619345,7.2689827379939e-71,1.94344672378579e-68,150.7595590469,"CD34"
"ILMN_1751776",1.05544636957115,6.45879401504637,21.6086910396582,7.94674128608077e-71,2.11271706674832e-68,150.670804490204,"CKAP2L"
"ILMN_1699258",-1.45820645052163,8.44987256826701,-21.6008395241618,8.62484501469108e-71,2.28018737782249e-68,150.589278607497,"ALDH8A1"
"ILMN_1753064",0.716537722148948,6.52042919840039,21.5733065889544,1.1493745936912e-70,3.02176966095825e-68,150.303381961439,"TTC13"
"ILMN_2346573",0.789035761913557,7.37436043358885,21.5720728553914,1.16425987772264e-70,3.04399282836843e-68,150.290570768206,"PSME3"
"ILMN_1734929",-2.63486394446117,8.67881892349051,-21.5669461723591,1.2282081261641e-70,3.19354357991558e-68,150.237334547897,"BBOX1"
"ILMN_2215965",-1.03277090296443,7.13088090266245,-21.5497506269001,1.46947833505408e-70,3.8000067349598e-68,150.058769870488,"CYP2B6"
"ILMN_1693939",-1.22408969599497,6.42712453017339,-21.534450914168,1.72372823515629e-70,4.43326039523376e-68,149.899887550505,"OIT3"
"ILMN_1686555",-0.881467974152252,7.77655569181167,-21.5168122152715,2.07191524461023e-70,5.29995919571298e-68,149.716710329766,"FYN"
"ILMN_2057409",-2.72616583366889,10.1848897235438,-21.5086037903118,2.25713181043111e-70,5.74270154113071e-68,149.631464234531,""
"ILMN_2203463",0.571820419826435,7.20954147334265,21.4941427101797,2.62463082553971e-70,6.64200024369068e-68,149.481280187732,"SPATS2"
"ILMN_1746598",0.726198975039368,6.96329190564003,21.4798629514801,3.04620870935676e-70,7.6678582315367e-68,149.332975651285,"SCNM1"
"ILMN_2296843",-1.22994468618128,8.78476508717413,-21.4592451040198,3.77717504611452e-70,9.45752670408876e-68,149.118839805902,"GCDH"
"ILMN_2077550",1.08420036576725,6.69919930240459,21.4428943626029,4.47965922240816e-70,1.11574164937906e-67,148.94901683478,"RACGAP1"
"ILMN_2194577",0.964532954517766,7.32530438230025,21.4185269428103,5.77625419476271e-70,1.431150142716e-67,148.695922518092,"PLVAP"
"ILMN_1683844",-2.76082837945897,8.97854348836822,-21.4171260651652,5.86129215242229e-70,1.44465587775563e-67,148.681371892717,"HSD17B13"
"ILMN_1731503",-1.37998936931404,7.20653165014796,-21.3802272007454,8.61348365832881e-70,2.11199941535282e-67,148.298100082773,"MARCO"
"ILMN_1670895",0.723074639792444,8.66814477927126,21.3598568629749,1.06531689536368e-69,2.598659352541e-67,148.086502762698,"ZNF207"
