"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"ILMN_3308921",6.23229036729036,93.8450434782609,4.57855827794823,1.20475124781176e-05,0.324670782313399,-1.9087631607403,"MIR34B"
"ILMN_3295970",6.76537768537767,98.5661739130435,4.5462238465983,1.37217692537678e-05,0.324670782313399,-1.9438616240908,""
"ILMN_2367638",18.5023146223146,140.815739130435,4.29254475813687,3.73330846222255e-05,0.577624117682432,-2.21499310528561,"CAMKK2"
"ILMN_1732096",-6.39267498267499,109.433739130435,-4.1846540372967,5.65148108482907e-05,0.577624117682432,-2.32787234904246,""
"ILMN_1733531",7.64027720027719,106.603304347826,4.1255101100226,7.07326759463664e-05,0.577624117682432,-2.38909133191079,"ACTL10"
"ILMN_2248655",8.47666320166319,118.553043478261,4.1162892019847,7.32374943175392e-05,0.577624117682432,-2.39859250533851,"RGS3"
"ILMN_1733466",6.56014206514204,104.480782608696,4.01218676915906,0.000108101009799766,0.730793712249215,-2.50502837395263,"SPDYE4"
"ILMN_3232869",5.29054747054748,104.867304347826,3.86796958026107,0.000183383049935418,0.74117045526782,-2.64985940509975,""
"ILMN_1662334",426.361101871101,1966.33243478261,3.85578935802131,0.000191641298679146,0.74117045526782,-2.66194693923678,"DNAJA3"
"ILMN_1734667",8.06879764379766,110.481304347826,3.85210903600993,0.000194205446930598,0.74117045526782,-2.66559472760485,"SHC2"
"ILMN_1837492",-9.2059286209286,133.895913043478,-3.8381864885877,0.00020420415896144,0.74117045526782,-2.67937511557479,""
"ILMN_1680958",-5.74504158004156,102.595826086957,-3.74382879484164,0.000286045872955878,0.74117045526782,-2.77196159101587,""
"ILMN_1699737",180.355370755371,821.491739130435,3.73706276351111,0.000292979516493768,0.74117045526782,-2.77854568995323,"TRAP1"
"ILMN_1723774",-6.00767151767151,106.030173913043,-3.72192014179617,0.000309079633691186,0.74117045526782,-2.79325410088947,"LOC643201"
"ILMN_3310201",8.05097713097713,124.093391304348,3.70497521748192,0.000328090210367555,0.74117045526782,-2.80966859475774,"MIR181C"
"ILMN_1797827",5.6154643104643,97.8453043478261,3.69457999551561,0.000340295849468424,0.74117045526782,-2.81971500442839,"PTPRVP"
"ILMN_2223903",-198.644362439362,792.075130434783,-3.69079323632623,0.000344848115244306,0.74117045526782,-2.82337025774265,"PPIC"
"ILMN_1846763",7.93542619542619,121.71852173913,3.6886741834509,0.000347420666617208,0.74117045526782,-2.82541468349939,""
"ILMN_1699967",5.79601178101178,102.78852173913,3.68099672488434,0.000356894317861474,0.74117045526782,-2.83281552012482,""
"ILMN_1759962",6.7109702009702,91.5071304347826,3.67959529053336,0.000358649835556381,0.74117045526782,-2.83416540255804,"MYLPF"
"ILMN_2185866",-20.8922210672211,125.369565217391,-3.65685736688209,0.000388301225447789,0.74117045526782,-2.85602109771367,"PCDHB17P"
"ILMN_3238401",9.86970893970894,139.330086956522,3.64182683465982,0.000409160322416633,0.74117045526782,-2.87042083165095,""
"ILMN_3249197",4.67009702009701,99.284347826087,3.62719053542415,0.000430488049897076,0.74117045526782,-2.88440621667313,""
"ILMN_1738046",13.5351386001386,131.832347826087,3.62485535084174,0.000433986619301846,0.74117045526782,-2.88663419001092,"ZNF623"
"ILMN_1784130",7.13682952182952,110.445043478261,3.61839078297889,0.000443812632043417,0.74117045526782,-2.89279712518361,""
"ILMN_1666609",24.0088011088011,172.467391304348,3.61643544841184,0.000446825901966268,0.74117045526782,-2.89465982350721,"USP22"
"ILMN_1777740",787.219753984753,2553.85234782609,3.61626486219166,0.00044708969950537,0.74117045526782,-2.89482229710182,"THEM6"
"ILMN_3278357",5.65582467082466,109.274956521739,3.61414711165147,0.000450376913121549,0.74117045526782,-2.89683891986846,"LOC100131257"
"ILMN_1749639",5.88702009702009,98.7089565217391,3.60369182137908,0.000466943464354796,0.74117045526782,-2.90678371819721,"PDE4DIP"
"ILMN_1877890",5.55840956340956,97.9364347826087,3.6018823573496,0.000469868426060492,0.74117045526782,-2.90850293438147,""
"ILMN_1713037",113.219348579348,532.095043478261,3.57478478759174,0.000515796027593165,0.758734293398403,-2.93418166153979,"PFKL"
"ILMN_1695968",-5.48950103950101,113.663043478261,-3.57227346524422,0.000520260678336295,0.758734293398403,-2.93655507282358,"ABCG1"
