"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006956","complement activation",65,-0.790432142222707,-3.52322258217975,1e-10,2.09034482758621e-08,1.66025408348457e-08,2904,"tags=63%, list=10%, signal=57%","10747/720/721/1675/722/712/10877/727/1191/1379/718/713/2/714/3426/710/2219/716/78989/79987/732/10878/5648/3507/51279/715/3553/3494/4153/731/11326/1378/729/3493/730/735/5199/922/10584/8547/2220"
"GO:0006958","complement activation, classical pathway",42,-0.768695649151646,-3.18510133239725,1e-10,2.09034482758621e-08,1.66025408348457e-08,2904,"tags=64%, list=10%, signal=58%","10747/720/721/722/712/727/1191/1379/718/713/714/3426/710/716/79987/732/3507/51279/715/3494/4153/731/1378/729/3493/730/735"
"GO:0009062","fatty acid catabolic process",105,-0.62422138108623,-2.96873855456009,1e-10,2.09034482758621e-08,1.66025408348457e-08,3826,"tags=53%, list=13%, signal=47%","207/3028/8660/37/2166/5096/1666/2108/1891/3032/55862/1384/84693/283927/254013/55268/5194/8647/3033/51390/5825/4051/66002/83752/5095/51/11057/5264/2168/9663/84129/1376/8309/1892/32/3712/5106/56898/23417/34/1962/2639/11001/38/6342/33/54363/30/10449/8529/2110/35/5105/1579/84879/51179"
"GO:0009063","amino acid catabolic process",110,-0.597036717173682,-2.92863314951737,1e-10,2.09034482758621e-08,1.66025408348457e-08,3543,"tags=61%, list=12%, signal=54%","138199/137872/2653/3242/2108/56922/64087/23576/3034/8942/4842/10993/2875/3067/84706/11112/7915/130013/51380/10157/5053/2731/875/26275/1036/51268/2805/2184/2806/1610/58510/2746/383/5860/8659/1629/5009/189/1892/3712/10247/3155/152926/6470/6898/10841/23498/144193/38/1757/594/27165/18/4329/112817/102724560/36/64902/6999/4143/169355/8564/64577/2954/131669/51166/54511"
"GO:0072329","monocarboxylic acid catabolic process",130,-0.603476326163024,-2.87950090630729,1e-10,2.09034482758621e-08,1.66025408348457e-08,3826,"tags=53%, list=13%, signal=47%","207/3028/8660/6566/37/2166/5096/1666/2108/1891/3032/55862/1384/84693/283927/254013/55268/5194/51084/8647/3033/51390/5825/4051/66002/83752/5095/51/11057/5264/2184/51181/2168/9663/6652/84129/6822/1376/8309/414328/189/1892/32/3712/5106/56898/23417/34/1962/2639/197257/11001/38/6342/33/54363/30/10449/8529/2110/112817/35/64902/6718/5105/1579/84879/51179/1592"
"GO:1901606","alpha-amino acid catabolic process",97,-0.587275101086468,-2.80355741365683,1e-10,2.09034482758621e-08,1.66025408348457e-08,2574,"tags=57%, list=8%, signal=52%","64087/23576/3034/8942/4842/10993/2875/3067/84706/11112/130013/51380/10157/5053/2731/875/26275/1036/51268/2805/2184/2806/1610/58510/2746/383/5860/8659/5009/189/3712/10247/3155/6470/6898/10841/23498/144193/38/1757/27165/4329/112817/102724560/36/64902/6999/4143/169355/8564/64577/2954/131669/51166/54511"
"GO:0019395","fatty acid oxidation",107,-0.562513469919301,-2.70535645736531,1e-10,2.09034482758621e-08,1.66025408348457e-08,3826,"tags=50%, list=13%, signal=44%","207/3028/8660/5562/37/79602/1666/2108/1891/3032/55862/1384/2329/254013/55268/5194/8647/3033/5825/4051/83752/51422/51/2327/5264/2168/10891/84129/1376/8309/1892/32/5166/3712/56898/23417/34/1962/2639/11001/38/6342/285440/33/54363/30/10060/10449/8529/2110/35/84879/51179/127"
"GO:0034440","lipid oxidation",114,-0.515821305212996,-2.53857953832206,1e-10,2.09034482758621e-08,1.66025408348457e-08,3826,"tags=47%, list=13%, signal=42%","207/3028/8660/5562/37/79602/1666/2108/1891/3032/55862/1384/2329/254013/55268/5194/8647/3033/5825/4051/83752/51422/51/2327/5264/2168/10891/84129/1376/8309/1892/32/5166/3712/56898/23417/34/1962/2639/11001/38/6342/285440/33/54363/30/10060/10449/8529/2110/35/84879/51179/127"
"GO:0045839","negative regulation of mitotic nuclear division",59,0.773211869218567,2.17681205267682,1e-10,2.09034482758621e-08,1.66025408348457e-08,2779,"tags=46%, list=9%, signal=42%","220134/991/83540/332/655/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/1111/4085/9735/27085/54908/652/7517"
"GO:0048704","embryonic skeletal system morphogenesis",94,0.733841236942306,2.1399240873301,1e-10,2.09034482758621e-08,1.66025408348457e-08,3709,"tags=46%, list=12%, signal=40%","1280/10736/3225/3233/3207/6495/3219/3235/3232/3236/257/116039/8092/655/6664/1746/51804/3218/3200/3227/1301/6474/145258/2138/3205/4188/5396/28982/3204/7020/3975/3221/130497/3237/60529/652/3217/25902/2303/27173/4323/4838/10265"
"GO:0051784","negative regulation of nuclear division",67,0.74436710256233,2.10886488996271,1e-10,2.09034482758621e-08,1.66025408348457e-08,2779,"tags=42%, list=9%, signal=38%","220134/991/83540/332/286151/655/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/1111/4085/9735/27085/54908/652/7517"
"GO:0048706","embryonic skeletal system development",133,0.703645679558938,2.09304169755174,1e-10,2.09034482758621e-08,1.66025408348457e-08,3709,"tags=42%, list=12%, signal=37%","1280/10736/3225/1750/3233/3207/6495/3223/3219/1749/3235/3232/3236/1745/257/579/116039/3231/8092/655/6664/1746/51804/642658/3218/3200/3227/1301/3203/6474/145258/1748/2138/3205/4188/5396/28982/3204/1747/7020/10655/3975/3221/1277/130497/3237/60529/652/3217/25902/2303/23213/27173/4323/4838/10265"
"GO:0007088","regulation of mitotic nuclear division",121,0.672440188046401,1.9821691842048,1e-10,2.09034482758621e-08,1.66025408348457e-08,3257,"tags=36%, list=11%, signal=32%","3209/1950/220134/3481/995/991/83540/11065/332/286151/4751/655/1063/7272/9787/9212/221150/5347/699/147841/701/9319/4288/10403/891/157313/9088/55143/57405/83903/6790/11130/1111/4085/8877/9735/27085/54908/652/7517/1908/26013/286053"
"GO:0051783","regulation of nuclear division",151,0.660476082456449,1.97389800209756,1e-10,2.09034482758621e-08,1.66025408348457e-08,3929,"tags=37%, list=13%, signal=32%","3209/1950/220134/3481/995/991/83540/11065/332/286151/346673/4751/655/1063/7272/56979/9787/9212/221150/5347/699/147841/701/9319/4288/10403/891/11105/157313/9088/55143/57405/83903/6790/11130/10635/1111/4085/8877/9735/10361/4487/27085/54908/652/7517/143471/1908/23236/26013/286053/9700/54361/221711/388553/3619"
"GO:0000070","mitotic sister chromatid segregation",193,0.634292109184764,1.9177757860965,1e-10,2.09034482758621e-08,1.66025408348457e-08,2344,"tags=25%, list=8%, signal=24%","4605/220134/991/83540/11065/332/146909/11004/4751/24137/1063/7272/3833/64151/9787/9212/221150/5347/699/147841/983/701/81620/113130/9319/56992/81930/10403/9493/891/29128/9055/55143/1062/57405/2491/9928/23397/126353/83903/64105/11130/29127/3832/4085/22974/90990/9735/54908"
"GO:0009952","anterior/posterior pattern specification",216,0.626105103733937,1.89538554550739,1e-10,2.09034482758621e-08,1.66025408348457e-08,4204,"tags=32%, list=14%, signal=28%","10736/89780/2719/3225/3206/22943/3233/3207/3223/3219/3235/3232/3236/5013/389549/5080/3224/3226/85407/2019/3229/11197/3239/163589/1045/145873/3218/3234/6998/134701/51176/3200/54626/7516/10683/3227/3203/2637/6790/6997/8928/3205/6939/3204/55897/8313/10655/8557/3975/84667/3221/4487/1044/130497/60529/388585/652/3217/4223/4222/2648/2303/55502/9573/4838/23462/497189/11022/57801/56033"
"GO:1903046","meiotic cell cycle process",222,0.617338204960033,1.87125607135631,1e-10,2.09034482758621e-08,1.66025408348457e-08,4975,"tags=40%, list=16%, signal=33%","400629/220134/995/140801/991/83540/286151/346673/56159/7153/7272/676/56979/9232/9133/259266/898/221150/5347/146956/9319/81930/10403/11105/8438/9088/151648/23397/147872/6790/11130/5888/728637/11144/84944/9633/4438/10635/2177/56776/4439/993/11077/84215/9134/54514/283677/10361/25788/4487/5017/136991/128153/347688/143471/29893/10609/23236/9918/83990/9700/79173/339834/1164/54361/245711/221711/10919/675/197342/84501/388553/10051/91646/3619/79703/124817/11022/4603/158401/126549/7283/63979/2175/56154/25879/201254/994"
"GO:0140013","meiotic nuclear division",200,0.616532027326799,1.86583347801465,1e-10,2.09034482758621e-08,1.66025408348457e-08,4975,"tags=40%, list=16%, signal=34%","400629/220134/140801/991/83540/286151/346673/56159/7153/7272/676/56979/9232/9133/259266/898/221150/5347/146956/9319/81930/10403/11105/8438/151648/23397/147872/6790/11130/5888/728637/11144/84944/9633/4438/10635/2177/56776/4439/11077/84215/9134/54514/10361/25788/4487/136991/347688/143471/29893/10609/23236/83990/9700/79173/339834/1164/54361/245711/221711/10919/675/197342/84501/388553/10051/91646/3619/79703/124817/11022/4603/158401/126549/63979/2175/56154/25879/201254/994"
"GO:0000819","sister chromatid segregation",234,0.609664128896464,1.8505465751188,1e-10,2.09034482758621e-08,1.66025408348457e-08,3555,"tags=26%, list=12%, signal=24%","4605/220134/991/83540/11065/332/146909/11004/4751/24137/7153/1063/7272/3833/64151/9787/9212/221150/5347/699/147841/983/701/81620/113130/9319/56992/81930/10403/9493/891/29128/990/9055/55143/1062/57405/2491/9928/23397/126353/83903/64105/11130/29127/3832/8193/4085/22974/90990/10460/116028/9735/54908/7517/84722/286053/51412/9918/10615/6604/9700"
"GO:0140014","mitotic nuclear division",281,0.600855589591851,1.83130758985753,1e-10,2.09034482758621e-08,1.66025408348457e-08,3555,"tags=26%, list=12%, signal=23%","3209/1950/4605/220134/3481/995/991/83540/11065/332/146909/286151/11004/4751/24137/655/1063/7272/3833/64151/9787/54443/9212/221150/5347/699/147841/983/701/81620/113130/9319/4288/56992/81930/10403/9493/891/29128/9055/157313/9088/55143/1062/57405/2491/9928/23397/126353/83903/6790/64105/11130/29127/1111/3832/4085/8877/22974/27338/90990/9735/10361/27085/54908/652/7517/1908/84722/26013/286053/9918/10615/9700"
"GO:0098813","nuclear chromosome segregation",323,0.593746300335902,1.81530698134955,1e-10,2.09034482758621e-08,1.66025408348457e-08,4033,"tags=29%, list=13%, signal=25%","4605/220134/991/83540/11065/332/146909/11004/56159/4751/24137/7153/1063/7272/3833/56979/9232/9133/64151/9787/259266/898/9212/221150/5347/699/147841/983/701/81620/113130/9319/56992/81930/10403/9493/891/29128/990/9055/55143/1062/57405/2491/9928/151648/23397/147872/126353/83903/6790/64105/11130/29127/81610/1894/728637/11144/84944/4438/2177/56776/3832/8193/4085/4439/22974/9134/90990/10460/116028/9735/54908/347688/7517/29893/10609/84722/286053/51412/9918/10615/83990/6604/9700/339834/245711/221711/10919/10051/79980/3619/54892"
"GO:0051321","meiotic cell cycle",294,0.590647295483713,1.80373317126103,1e-10,2.09034482758621e-08,1.66025408348457e-08,4861,"tags=35%, list=16%, signal=30%","400629/51207/220134/995/140801/991/83540/286151/346673/56159/4751/7153/7272/676/27127/56979/9232/9133/259266/9156/898/221150/5347/146956/9319/81930/10403/11105/8438/9088/151648/23397/147872/7516/6790/55329/11130/151246/5888/728637/11144/84944/9633/4438/10635/2177/56776/4439/993/11077/84215/9134/54514/284338/171482/283677/10361/25788/4487/5017/136991/128153/347688/143471/29893/10609/23236/3014/9918/83990/9700/79173/339834/440822/1164/54361/245711/221711/10919/675/197342/84501/388553/10051/91646/3619/157777/79703/124817/11022/4603/8468/158401/164684/126549/66037/7283/63979/2175/171484/56154/25879/201254"
"GO:0000280","nuclear division",450,0.587905248301077,1.8029617929341,1e-10,2.09034482758621e-08,1.66025408348457e-08,5690,"tags=36%, list=19%, signal=29%","3209/1950/400629/4605/220134/3481/995/140801/991/83540/11065/332/146909/286151/346673/11004/56159/4751/24137/655/7153/1063/7272/676/3833/56979/9232/9133/64151/9787/259266/54443/898/9212/221150/5347/699/147841/983/146956/701/81620/113130/9319/4288/56992/81930/10403/9493/891/29128/11105/9055/157313/8438/9088/55143/1062/57405/2491/9928/151648/23397/147872/126353/83903/6790/64105/11130/29127/5888/728637/11144/84944/9633/4438/10635/2177/56776/1111/3832/4085/4439/8877/11077/22974/84215/9134/54514/27338/90990/9735/10361/25788/4487/27085/136991/54908/652/347688/7517/143471/1908/29893/10609/84722/23236/26013/286053/9918/10615/83990/9700/79173/339834/1164/54361/245711/221711/10919/675/197342/84501/388553/10051/91646/3619/54892/79703/124817/11022/4603/9820/158401/5159/3835/285643/126549/7283/63979/2175/56154/25879/201254/994/126731/11200/51547/9585/79866/90417/29098/164045/27175/51434/5155/138474/10592/55055/23212"
"GO:0048562","embryonic organ morphogenesis",298,0.571566482560764,1.74576642764079,1e-10,2.09034482758621e-08,1.66025408348457e-08,4150,"tags=32%, list=14%, signal=27%","1280/10736/89780/3225/1750/3233/3207/6495/3219/1749/3235/3232/3236/5013/5080/257/579/116039/115908/8092/655/6664/64220/340784/1746/51804/1482/25806/3218/124590/161497/3200/3227/1301/6474/2637/145258/6496/10083/2138/2048/3167/8928/3205/4188/121643/6491/5396/10660/5754/28982/3204/2295/2348/5456/55897/7020/8557/3975/10804/6262/3221/4487/4237/219736/130497/3237/60529/123872/652/51761/259236/3217/525/25902/25861/2303/79955/55584/2735/8463/27173/4323/7849/4838/23513/10265/668/6662/3549/497189/57216/2304/344022"
"GO:0048285","organelle fission",498,0.565964737459963,1.74003903329484,1e-10,2.09034482758621e-08,1.66025408348457e-08,5690,"tags=33%, list=19%, signal=28%","3209/1950/400629/4605/220134/3481/995/140801/991/83540/11065/332/146909/286151/346673/11004/56159/4751/24137/655/7153/1063/7272/676/3833/56979/9232/9133/64151/9787/259266/54443/898/9212/221150/5347/699/147841/983/146956/701/81620/113130/9319/4288/56992/81930/10403/9493/891/29128/11105/9055/157313/8438/9088/55143/1062/57405/2491/9928/151648/113115/23397/4137/147872/126353/83903/6790/64105/11130/29127/5888/728637/11144/84944/9633/4438/10635/2177/56776/1111/3832/4085/4439/8877/11077/22974/84215/9134/54514/27338/90990/9735/10361/25788/4487/27085/136991/54908/652/345611/347688/7517/143471/1908/29893/10609/84722/23236/26013/286053/9918/10615/83990/9700/79173/339834/1164/54361/245711/221711/10919/675/197342/84501/388553/10051/91646/3619/54892/79703/124817/11022/80179/4603/9820/51537/158401/5159/3835/285643/126549/7283/63979/2175/56154/25879/201254/54332/994/126731/11200/51547/9585/79866/90417/29098/164045/27175/51434/5155/138474/10592/55055/23212"
"GO:0007059","chromosome segregation",427,0.564588951404733,1.73090121839849,1e-10,2.09034482758621e-08,1.66025408348457e-08,7606,"tags=41%, list=25%, signal=32%","4605/220134/991/83540/11065/332/146909/11004/56159/4751/24137/55355/7153/1063/7272/3833/56979/9232/9133/64151/9787/259266/898/9212/221150/79019/5347/699/147841/983/701/81620/113130/9319/81624/4288/56992/81930/10403/9493/891/29128/990/9055/157313/55143/1062/57405/2491/9928/151648/23397/147872/126353/83903/6790/64105/387103/11130/29127/81610/1894/151246/91687/6491/728637/11144/84944/4438/2177/56776/3832/79682/8193/4085/4439/22974/9134/90990/10460/116028/9735/64946/54908/29899/79172/157570/347688/7517/11339/29893/10609/84722/140710/286053/51412/9918/10615/83990/6604/9700/339834/245711/221711/10919/29901/10051/79980/3619/55835/54892/158401/3835/8940/285643/55559/7283/163786/56154/25879/201254/126731/23354/11200/51547/401541/55166/90417/29098/6597/54069/27175/51434/10592/84445/55055/55732/9400/23212/29781/23421/150465/54627/64793/644186/100533997/11243/56852/84057/79023/440145/26993/3303/57082/57519/388649/10388/51529/225689/9897/130951/672/378708/115106/200942/80152/3796/93426/338657/10540/283847/51451/2316/55920/6602/3304/23255"
"GO:0003002","regionalization",425,0.545787182772301,1.67304229200224,1e-10,2.09034482758621e-08,1.66025408348457e-08,5347,"tags=32%, list=18%, signal=27%","10736/89780/221833/2719/3225/3206/22943/3233/3207/6495/3223/3219/3235/3232/3236/5013/389549/5080/1745/579/3224/3226/2016/5308/85407/2019/3229/1746/8022/11197/3239/163589/1045/145873/1482/25806/3218/3234/6998/199699/134701/51176/3200/54626/7516/6091/10683/3227/2302/4821/25928/3203/2637/145258/6496/6790/55329/79191/6997/8928/3205/4188/121643/6491/92749/6939/10660/6656/3204/2348/55897/2297/8313/10655/8557/3975/5460/84667/3221/7479/4487/1044/130497/3237/60529/4010/123872/388585/652/3217/4038/7093/8701/4223/4222/2648/2303/55502/2735/203286/220136/9573/6604/7849/4838/23462/6405/3549/63950/497189/57216/11022/57801/344022/4681/56033/153572/3670/161582/9096/7490/58524/9289/54567/5076/128344/23432/7703/2018/441478/8626/1856/3911/55036/80114"
"GO:0007389","pattern specification process",470,0.541011983028219,1.66142933258384,1e-10,2.09034482758621e-08,1.66025408348457e-08,5347,"tags=31%, list=18%, signal=26%","10736/89780/221833/2719/3225/3206/22943/3233/3207/6495/3223/3219/3235/3232/3236/5013/389549/5080/1745/257/579/116039/3224/3226/655/6493/2016/5308/85407/2019/3229/1746/8022/11197/3239/163589/1045/145873/1482/25806/3218/3234/6998/199699/134701/51176/3200/54626/7516/6091/10683/3227/2302/4821/25928/3203/2637/145258/6496/6790/55329/79191/2138/6997/8928/3205/4188/121643/6491/92749/6939/10660/6656/3204/2348/55897/2297/8313/10655/8557/3975/5460/84667/3221/7479/4487/1044/53820/130497/3237/60529/4010/123872/388585/652/3217/4038/7093/8701/7475/4223/4222/2648/2303/55502/2735/203286/220136/9573/6604/7849/4838/23462/6405/3549/63950/497189/57216/11022/57801/344022/4681/56033/153572/3670/161582/9096/7490/58524/6781/9289/54567/5076/128344/10297/23432/7703/2018/441478/444/8626/1856/3911/55036/57585/80114"
"GO:0044772","mitotic cell cycle phase transition",442,0.534303867804096,1.63841849403236,1e-10,2.09034482758621e-08,1.66025408348457e-08,4046,"tags=22%, list=13%, signal=20%","131405/7015/51270/220134/995/991/83540/11065/332/27133/1029/1033/1063/9833/7272/9133/9787/1869/90381/54443/2305/898/9212/890/221150/51512/5347/699/147841/9024/983/144455/701/113130/9319/128239/10403/891/51514/10309/990/9088/55143/1062/57405/9928/6241/785/63967/4998/83903/10537/6790/10083/11130/2146/641/6491/126520/1031/899/1111/8193/4085/993/80279/9134/8317/27338/10460/9735/10361/27085/219736/54908/645121/84446/5569/79915/7517/80174/23236/79935/586/286053/51412/6604/9700/1164/245711/1030/815/5933/10763/580/3619/55835/1163/1018"
"GO:0033047","regulation of mitotic sister chromatid segregation",58,0.75593286839177,2.12180368638329,1.31376515900757e-10,2.65468146463463e-08,2.10847783764934e-08,2779,"tags=41%, list=9%, signal=38%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/983/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0042178","xenobiotic catabolic process",24,-0.824583953774859,-2.90788912546013,3.02750244524708e-10,5.0979777286355e-08,4.04906321185969e-08,2655,"tags=62%, list=9%, signal=57%","2329/4842/7172/54658/2944/8856/1548/30/1576/1559/2180/1555/1558/1544/1557"
"GO:0007094","mitotic spindle assembly checkpoint signaling",49,0.779244902752275,2.14319753592064,2.99153600234472e-10,5.0979777286355e-08,4.04906321185969e-08,2779,"tags=47%, list=9%, signal=43%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0071173","spindle assembly checkpoint signaling",49,0.779244902752275,2.14319753592064,2.99153600234472e-10,5.0979777286355e-08,4.04906321185969e-08,2779,"tags=47%, list=9%, signal=43%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0071174","mitotic spindle checkpoint signaling",49,0.779244902752275,2.14319753592064,2.99153600234472e-10,5.0979777286355e-08,4.04906321185969e-08,2779,"tags=47%, list=9%, signal=43%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0051983","regulation of chromosome segregation",134,0.644067540720787,1.91616881937133,2.72757325537997e-10,5.0979777286355e-08,4.04906321185969e-08,4033,"tags=34%, list=13%, signal=29%","220134/991/83540/11065/332/11004/1063/7272/64151/9787/9212/221150/5347/699/147841/983/701/9319/4288/10403/891/990/157313/55143/1062/57405/23397/83903/11130/8193/4085/10460/116028/9735/54908/7517/286053/51412/9918/6604/9700/339834/10051/3619/54892"
"GO:0090068","positive regulation of cell cycle process",262,0.56525659964992,1.71839277285743,2.85797640705331e-10,5.0979777286355e-08,4.04906321185969e-08,6946,"tags=40%, list=23%, signal=31%","7015/3209/6755/1950/220134/3481/995/991/11065/332/346673/56979/64151/9787/79733/898/9212/221150/699/983/144455/113130/10403/9493/891/51514/11105/990/55143/9928/6241/23397/51176/6790/29127/2146/81610/1894/6491/10635/4085/8877/993/10733/9134/8317/10361/4487/27085/84440/219736/29899/79915/2237/7517/1908/80174/23236/286053/9918/2735/10615/6604/9700/54361/388553/10051/3619/55835/1663/54892/117194/5159/83695/221908/163786/252983/80834/994/9585/8626/1813/7480/51434/5155/10592/11187/10926/29781/1761/6909/255374/54627/56852/7564/134353/57504/57082/49860/79848/51289/10755/51529/225689/85459/4869"
"GO:0051310","metaphase chromosome alignment",102,0.67454517357194,1.97628136876446,3.82584567241211e-10,6.26818282869249e-08,4.97849732734367e-08,1420,"tags=25%, list=5%, signal=24%","220134/83540/332/11004/4751/1063/7272/3833/9212/221150/147841/983/81620/113130/81930/10403/891/55143/1062/57405/9928/151648/11130/29127/81610/1894"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",56,-0.640547149162168,-2.66028380702537,4.44396406050113e-10,7.08929214072574e-08,5.63066249660171e-08,3215,"tags=61%, list=11%, signal=54%","9214/10747/720/721/7124/5788/722/712/602/727/1191/1379/718/975/713/714/3426/710/716/79987/732/3507/51279/2213/3263/715/3494/4153/731/1378/729/3493/730/735"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis",166,0.616105035741348,1.84617244552924,5.37490978377299e-10,8.3545392587774e-08,6.63558363049329e-08,2363,"tags=25%, list=8%, signal=23%","162282/4605/5080/991/83540/1058/332/4751/24137/7272/3833/9787/9212/5347/983/56992/10403/9493/891/29128/9055/55143/1062/57405/89958/126353/6790/284403/29127/6491/3832/4085/22974/3925/26086/90990/10460/387755/64946/54908/29899"
"GO:0007080","mitotic metaphase chromosome alignment",62,0.742603873430982,2.0947835632195,5.95057794902285e-10,9.01810088174414e-08,7.16261672074488e-08,824,"tags=27%, list=3%, signal=27%","220134/83540/332/11004/7272/3833/9212/221150/983/81620/113130/81930/10403/891/55143/1062/9928"
"GO:0050766","positive regulation of phagocytosis",69,-0.588523051602196,-2.64981963175299,6.97299092835169e-10,9.73229278304057e-08,7.72986285395259e-08,3459,"tags=41%, list=11%, signal=36%","5336/140885/6647/1794/720/3071/721/5788/64581/5873/6441/5322/197/718/566/10326/3560/2219/335/6347/78989/2213/4153/2358/5199/10584/8547/2220"
"GO:0006635","fatty acid beta-oxidation",74,-0.57180680503771,-2.63515773617359,7.0912774016722e-10,9.73229278304057e-08,7.72986285395259e-08,3826,"tags=51%, list=13%, signal=45%","207/3028/8660/37/1666/2108/1891/3032/55862/1384/254013/55268/8647/3033/5825/83752/51/2168/84129/1376/8309/1892/32/3712/56898/23417/34/1962/2639/11001/38/6342/33/30/10449/2110/35/84879"
"GO:0033046","negative regulation of sister chromatid segregation",51,0.770400608416898,2.12637773279113,7.38511164664906e-10,9.73229278304057e-08,7.72986285395259e-08,2779,"tags=45%, list=9%, signal=41%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0033048","negative regulation of mitotic sister chromatid segregation",51,0.770400608416898,2.12637773279113,7.38511164664906e-10,9.73229278304057e-08,7.72986285395259e-08,2779,"tags=45%, list=9%, signal=41%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",51,0.770400608416898,2.12637773279113,7.38511164664906e-10,9.73229278304057e-08,7.72986285395259e-08,2779,"tags=45%, list=9%, signal=41%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:2000816","negative regulation of mitotic sister chromatid separation",51,0.770400608416898,2.12637773279113,7.38511164664906e-10,9.73229278304057e-08,7.72986285395259e-08,2779,"tags=45%, list=9%, signal=41%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:1905818","regulation of chromosome separation",77,0.706588831882555,2.03580906657256,8.46342432462173e-10,1.09160166501823e-07,8.67003423534598e-08,4033,"tags=43%, list=13%, signal=37%","220134/991/83540/11065/332/1063/7272/64151/9787/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/23397/83903/11130/4085/9735/54908/7517/286053/9918/9700/10051/3619/54892"
"GO:0001676","long-chain fatty acid metabolic process",108,-0.494711392168722,-2.39473787465774,1.01601600280538e-09,1.28314354354296e-07,1.01913535018241e-07,3286,"tags=40%, list=11%, signal=36%","2166/51703/50640/79071/199974/158584/113612/2938/641371/11343/1549/51390/5825/4051/66002/6916/57406/10965/1573/1376/1562/2944/11001/6342/33/1548/10998/30/1571/5740/8529/1576/1559/2180/5354/28965/284541/1579/5743/1555/1558/1544/1557"
"GO:0031577","spindle checkpoint signaling",50,0.775681669406699,2.13513682003786,1.03928922607934e-09,1.28574924254958e-07,1.02120492375658e-07,2779,"tags=46%, list=9%, signal=42%","220134/991/83540/332/1063/7272/9212/221150/5347/699/147841/701/9319/10403/891/55143/57405/83903/11130/4085/9735/54908/7517"
"GO:0048736","appendage development",189,0.592133646675607,1.78922773189861,1.09081290905495e-09,1.2965701675865e-07,1.02979943158253e-07,5193,"tags=33%, list=17%, signal=28%","1280/3209/9496/221833/2719/3206/1750/5307/22943/3207/1749/3235/3236/23657/2583/257/116039/3226/655/5308/2019/3229/3239/1311/642658/51176/3227/2249/6474/3205/5396/79412/28982/8200/7020/4487/57167/130497/60529/80144/652/4038/4223/2648/3691/3655/27173/91461/343637/51222/8456/6662/3549/775/23288/7021/4621/27077/340419/57560/7042/444/8626"
"GO:0060173","limb development",189,0.592133646675607,1.78922773189861,1.09081290905495e-09,1.2965701675865e-07,1.02979943158253e-07,5193,"tags=33%, list=17%, signal=28%","1280/3209/9496/221833/2719/3206/1750/5307/22943/3207/1749/3235/3236/23657/2583/257/116039/3226/655/5308/2019/3229/3239/1311/642658/51176/3227/2249/6474/3205/5396/79412/28982/8200/7020/4487/57167/130497/60529/80144/652/4038/4223/2648/3691/3655/27173/91461/343637/51222/8456/6662/3549/775/23288/7021/4621/27077/340419/57560/7042/444/8626"
"GO:0030326","embryonic limb morphogenesis",123,0.644855967676709,1.90617491608352,1.26651775247812e-09,1.44860955009856e-07,1.15055654415788e-07,2683,"tags=28%, list=9%, signal=25%","3209/9496/221833/2719/3206/1750/5307/22943/3207/1749/3235/3236/257/116039/3226/655/2019/3239/51176/3227/2249/6474/3205/5396/28982/8200/7020/4487/57167/130497/60529/80144/652/4038"
"GO:0035113","embryonic appendage morphogenesis",123,0.644855967676709,1.90617491608352,1.26651775247812e-09,1.44860955009856e-07,1.15055654415788e-07,2683,"tags=28%, list=9%, signal=25%","3209/9496/221833/2719/3206/1750/5307/22943/3207/1749/3235/3236/257/116039/3226/655/2019/3239/51176/3227/2249/6474/3205/5396/28982/8200/7020/4487/57167/130497/60529/80144/652/4038"
"GO:0033045","regulation of sister chromatid segregation",108,0.659593007820875,1.93878373613287,1.36608855780961e-09,1.53356089582257e-07,1.21802905719711e-07,3555,"tags=32%, list=12%, signal=29%","220134/991/83540/11065/332/1063/7272/9787/9212/221150/5347/699/147841/983/701/9319/10403/891/990/55143/1062/57405/83903/11130/8193/4085/10460/116028/9735/54908/7517/286053/51412/6604/9700"
