"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904036","negative regulation of epithelial cell apoptotic process","6/4095","29/18986",0.206896551724138,0.959252242010863,-0.11515644094442,0.618225970630305,0.97254643725323,0.788346806116096,"MDK/PDX1/PRKAA2/HAND2/NUPR1/NKX2-5",6
"GO:0010632","regulation of epithelial cell migration","14/4095","69/18986",0.202898550724638,0.940715966802923,-0.258705985744803,0.648530128985343,0.999569655346862,0.810251845154912,"ITGA3/EPB41L4B/MMP9/TACR1/SOX9/DUSP10/PTPRR/ITGA2/HAS2/MCC/MACIR/TACSTD2/SRC/EPPK1",14
"GO:0030859","polarized epithelial cell differentiation","5/4095","25/18986",0.2,0.927277167277167,-0.190800933210638,0.653012669089925,0.999569655346862,0.810251845154912,"FOXF1/PTK7/TCF15/DLG5/SCRIB",5
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","3/4095","15/18986",0.2,0.927277167277167,-0.147754809668039,0.658520686270616,0.999569655346862,0.810251845154912,"SNAI2/HEY2/MSX1",3
"GO:0060768","regulation of epithelial cell proliferation involved in prostate gland development","2/4095","10/18986",0.2,0.927277167277167,-0.120625401931065,0.66975018814426,0.999569655346862,0.810251845154912,"NKX3-1/AR",2
"GO:0003351","epithelial cilium movement involved in extracellular fluid movement","9/4095","46/18986",0.195652173913043,0.907118967988533,-0.330739665422386,0.685676737540966,1,0.810600682824595,"SPAG6/DNAH11/CWH43/CABYR/DNAAF1/SPAG17/CFAP53/CFAP43/DNAAF4",9
"GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","2/4095","11/18986",0.181818181818182,0.842979242979243,-0.273169897118032,0.722008631165169,1,0.810600682824595,"PAX8/SIX2",2
"GO:0045198","establishment of epithelial cell apical/basal polarity","3/4095","17/18986",0.176470588235294,0.818185735832795,-0.393278782760842,0.743456739234029,1,0.810600682824595,"FOXF1/PTK7/TCF15",3
"GO:0060644","mammary gland epithelial cell differentiation","3/4095","17/18986",0.176470588235294,0.818185735832795,-0.393278782760842,0.743456739234029,1,0.810600682824595,"FOXF1/ID2/ZNF703",3
"GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","9/4095","49/18986",0.183673469387755,0.851581071989235,-0.545509179300834,0.758865200301633,1,0.810600682824595,"WNT11/FOXF1/LHX2/PTK7/TCF15/DLG2/DLG5/CDX2/SCRIB",9
